Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,cogs,Tax 5%,selling price,profit,Date,Time,Payment,Rating
346-84-3103,B,karur,Member,Female,Electronic accessories,13.22,4,66.1,3.305,109.41,40.00,2/3/2022,19:26,Cash,4.158127112
478-06-7835,A,Trichy,Normal,Male,Fashion accessories,89.69,1,89.69,4.4845,119.17,25.00,11/1/2022,11:20,Ewallet,4.738330895
540-11-4336,A,Trichy,Normal,Male,Food and beverages,24.94,8,224.46,11.223,282.68,47.00,11/1/2022,16:49,Credit card,5.415235309
448-81-5016,A,Trichy,Normal,Male,Health and beauty,59.77,2,119.54,5.977,153.52,28.00,11/3/2022,12:01,Credit card,5.60863657
142-72-4741,C,Chennai,Member,Male,Fashion accessories,93.2,2,186.4,9.32,243.72,48.00,2/28/2022,18:37,Credit card,5.802037831
217-58-1179,A,Trichy,Member,Male,Home and lifestyle,62.65,4,250.6,12.53,298.13,35.00,5/1/2022,11:25,Cash,4.061426482
376-02-8238,B,karur,Normal,Male,Home and lifestyle,93.87,7,750.96,37.548,819.51,31.00,2/2/2022,18:42,Credit card,8.026152333
530-90-9855,A,Trichy,Member,Male,Home and lifestyle,47.59,7,380.72,19.036,432.76,33.00,1/1/2022,14:47,Cash,5.511935939
866-05-7563,B,karur,Member,Female,Electronic accessories,81.4,3,244.2,12.21,306.41,50.00,9/2/2022,19:43,Cash,4.641630265
604-70-6476,A,Trichy,Member,Male,Fashion accessories,17.94,4,89.7,4.485,107.19,13.00,1/23/2022,14:04,Ewallet,6.575642875
799-71-1548,A,Trichy,Member,Male,Electronic accessories,77.72,4,310.88,15.544,369.42,43.00,7/1/2022,16:11,Credit card,8.509655485
785-13-7708,B,karur,Normal,Male,Food and beverages,73.06,6,511.42,25.571,574.99,38.00,1/14/2022,19:06,Credit card,4.061426482
845-51-0542,B,karur,Member,Male,Food and beverages,46.55,8,418.95,20.9475,466.90,27.00,2/2/2022,15:34,Ewallet,6.188840353
662-47-5456,C,Chennai,Member,Male,Fashion accessories,35.19,9,351.9,17.595,395.50,26.00,3/17/2022,19:06,Credit card,8.122852963
883-17-4236,C,Chennai,Normal,Female,Sports and travel,14.39,2,28.78,1.439,74.22,44.00,2/3/2022,19:44,Credit card,6.962445397
290-68-2984,A,Trichy,Normal,Male,Home and lifestyle,23.75,4,95,4.75,136.75,37.00,3/16/2022,11:22,Cash,5.028432787
704-11-6354,A,Trichy,Member,Male,Home and lifestyle,58.9,7,471.2,23.56,544.76,50.00,6/1/2022,11:23,Cash,8.606356116
110-48-7033,B,karur,Member,Male,Fashion accessories,32.62,4,130.48,6.524,154.00,17.00,1/29/2022,14:12,Cash,8.703056746
366-93-0948,A,Trichy,Member,Male,Electronic accessories,66.35,1,66.35,3.3175,80.67,11.00,1/31/2022,10:46,Credit card,9.37996116
729-09-9681,A,Trichy,Member,Male,Home and lifestyle,25.91,5,155.46,7.773,205.23,42.00,5/2/2022,10:16,Ewallet,8.412954855
151-16-1484,A,Trichy,Member,Male,Electronic accessories,32.25,4,129,6.45,159.45,24.00,2/13/2022,12:38,Ewallet,6.285540983
380-94-4661,C,Chennai,Member,Male,Electronic accessories,65.94,4,263.76,13.188,310.95,34.00,7/2/2022,13:05,Credit card,6.672343505
850-41-9669,A,Trichy,Normal,Female,Electronic accessories,75.06,8,675.54,33.777,752.32,43.00,3/19/2022,13:25,Ewallet,5.995439092
821-07-3596,C,Chennai,Normal,Female,Fashion accessories,16.45,4,65.8,3.29,82.09,13.00,7/3/2022,14:53,Ewallet,5.415235309
655-85-5130,B,karur,Member,Female,Fashion accessories,38.3,4,153.2,7.66,195.86,35.00,3/13/2022,19:22,Cash,5.511935939
447-15-7839,A,Trichy,Member,Female,Sports and travel,22.24,9,222.4,11.12,249.52,16.00,9/2/2022,11:00,Cash,4.061426482
154-74-7179,B,karur,Normal,Male,Sports and travel,54.45,1,54.45,2.7225,89.17,32.00,2/26/2022,19:24,Ewallet,7.639349811
253-12-6086,A,Trichy,Member,Female,Sports and travel,98.4,6,688.8,34.44,737.24,14.00,12/3/2022,12:43,Credit card,8.412954855
808-65-0703,C,Chennai,Normal,Male,Home and lifestyle,35.47,4,141.88,7.094,176.97,28.00,3/14/2022,17:22,Credit card,6.672343505
571-94-0759,B,karur,Member,Female,Food and beverages,74.6,9,746,37.3,822.30,39.00,8/1/2022,20:55,Cash,9.186559899
144-51-6085,A,Trichy,Member,Male,Home and lifestyle,70.74,4,282.96,14.148,325.11,28.00,5/1/2022,16:05,Credit card,4.254827743
731-14-2199,A,Trichy,Member,Female,Home and lifestyle,35.54,9,355.4,17.77,396.17,23.00,4/1/2022,13:34,Ewallet,6.769044136
783-09-1637,B,karur,Normal,Female,Sports and travel,67.43,4,337.15,16.8575,371.01,17.00,6/3/2022,18:13,Ewallet,6.092139722
687-15-1097,C,Chennai,Member,Female,Health and beauty,21.12,2,42.24,2.112,58.35,14.00,3/1/2022,19:17,Cash,9.37996116
126-54-1082,A,Trichy,Member,Female,Home and lifestyle,21.54,8,193.86,9.693,253.55,50.00,7/1/2022,11:44,Credit card,8.509655485
633-91-1052,A,Trichy,Normal,Female,Home and lifestyle,12.03,2,24.06,1.203,55.26,30.00,1/27/2022,15:51,Cash,4.931732156
477-24-6490,B,karur,Normal,Female,Health and beauty,99.71,5,598.26,29.913,673.17,45.00,2/26/2022,16:52,Ewallet,7.639349811
566-19-5475,B,karur,Normal,Male,Fashion accessories,47.97,6,335.79,16.7895,393.58,41.00,7/1/2022,20:52,Cash,5.995439092
526-86-8552,C,Chennai,Member,Female,Home and lifestyle,21.82,9,218.2,10.91,269.11,40.00,7/1/2022,17:36,Cash,6.865744766
376-56-3573,C,Chennai,Normal,Female,Fashion accessories,95.42,4,381.68,19.084,439.76,39.00,2/2/2022,13:23,Ewallet,6.188840353
537-72-0426,C,Chennai,Member,Male,Fashion accessories,70.99,9,709.9,35.495,755.40,10.00,3/20/2022,16:28,Cash,5.511935939
828-61-5674,A,Trichy,Member,Male,Sports and travel,44.02,9,440.2,22.01,506.21,44.00,3/20/2022,19:57,Credit card,9.283260529
136-08-6195,A,Trichy,Normal,Female,Home and lifestyle,69.96,7,559.68,27.984,622.66,35.00,2/15/2022,17:01,Credit card,6.188840353
523-38-0215,C,Chennai,Normal,Male,Home and lifestyle,37,1,37,1.85,61.85,23.00,6/3/2022,13:29,Credit card,7.639349811
490-29-1201,A,Trichy,Normal,Female,Sports and travel,15.34,1,15.34,0.767,53.11,37.00,6/1/2022,11:09,Cash,6.285540983
667-92-0055,A,Trichy,Member,Male,Health and beauty,99.83,5,598.98,29.949,678.93,50.00,4/3/2022,15:02,Ewallet,8.219553594
565-17-3836,A,Trichy,Member,Female,Health and beauty,47.67,4,190.68,9.534,221.21,21.00,12/3/2022,14:21,Cash,8.799757377
498-41-1961,B,karur,Normal,Male,Health and beauty,66.68,4,333.4,16.67,362.07,12.00,2/20/2022,18:01,Cash,7.349247919
593-95-4461,C,Chennai,Member,Male,Home and lifestyle,74.86,1,74.86,3.743,89.60,11.00,3/24/2022,14:49,Cash,6.672343505
226-71-3580,C,Chennai,Normal,Female,Sports and travel,23.75,8,213.75,10.6875,262.44,38.00,1/31/2022,12:02,Cash,9.186559899
283-79-9594,B,karur,Normal,Female,Food and beverages,48.51,6,339.57,16.9785,391.55,35.00,1/25/2022,13:30,Credit card,5.028432787
430-60-3493,A,Trichy,Member,Female,Home and lifestyle,94.88,6,664.16,33.208,725.37,28.00,3/2/2022,14:38,Cash,4.061426482
139-20-0155,B,karur,Member,Male,Electronic accessories,40.3,9,403,20.15,439.15,16.00,1/24/2022,17:37,Credit card,6.769044136
558-80-4082,C,Chennai,Normal,Male,Electronic accessories,27.85,6,194.95,9.7475,244.70,40.00,3/14/2022,17:20,Ewallet,5.802037831
278-97-7759,A,Trichy,Member,Female,Electronic accessories,62.48,1,62.48,3.124,99.60,34.00,2/18/2022,20:29,Cash,4.544929634
316-68-6352,A,Trichy,Member,Female,Food and beverages,36.36,2,72.72,3.636,118.36,42.00,1/21/2022,10:00,Cash,6.865744766
585-03-5943,B,karur,Normal,Male,Health and beauty,18.11,9,181.1,9.055,218.16,28.00,3/13/2022,11:46,Ewallet,5.7053372
211-05-0490,C,Chennai,Member,Female,Electronic accessories,51.92,4,259.6,12.98,283.58,11.00,3/3/2022,13:42,Cash,7.252547288
727-75-6477,C,Chennai,Normal,Male,Electronic accessories,28.84,4,115.36,5.768,151.13,30.00,3/29/2022,14:44,Cash,6.188840353
744-02-5987,A,Trichy,Member,Male,Home and lifestyle,78.38,5,470.28,23.514,523.79,30.00,10/1/2022,14:16,Ewallet,5.60863657
307-83-9164,A,Trichy,Member,Male,Home and lifestyle,60.01,4,240.04,12.002,271.04,19.00,1/25/2022,15:54,Cash,4.351528373
779-06-0012,C,Chennai,Member,Female,Home and lifestyle,88.61,1,88.61,4.4305,107.04,14.00,1/19/2022,10:21,Cash,7.44594855
446-47-6729,C,Chennai,Normal,Male,Fashion accessories,99.82,2,199.64,9.982,235.62,26.00,2/1/2022,18:09,Credit card,6.478942244
573-10-3877,B,karur,Member,Male,Health and beauty,39.01,1,39.01,1.9505,60.96,20.00,12/3/2022,16:46,Credit card,4.544929634
735-06-4124,C,Chennai,Normal,Male,Food and beverages,48.61,1,48.61,2.4305,73.04,22.00,2/25/2022,15:31,Cash,4.254827743
439-54-7422,A,Trichy,Normal,Female,Electronic accessories,51.19,4,204.76,10.238,248.00,33.00,3/18/2022,17:15,Credit card,4.544929634
396-90-2219,B,karur,Normal,Female,Electronic accessories,14.96,7,119.68,5.984,154.66,29.00,2/23/2022,12:29,Cash,8.316254224
411-77-0180,A,Trichy,Member,Male,Electronic accessories,72.2,6,505.4,25.27,568.67,38.00,3/26/2022,20:14,Ewallet,4.158127112
286-01-5402,A,Trichy,Normal,Female,Sports and travel,40.23,6,281.61,14.0805,338.69,43.00,3/30/2022,13:22,Cash,9.283260529
803-17-8013,A,Trichy,Member,Female,Home and lifestyle,88.79,7,710.32,35.516,781.84,36.00,2/17/2022,17:09,Cash,3.964725851
512-98-1403,A,Trichy,Member,Female,Electronic accessories,26.48,3,79.44,3.972,100.41,17.00,3/21/2022,10:40,Ewallet,4.544929634
848-42-2560,A,Trichy,Normal,Female,Fashion accessories,81.91,2,163.82,8.191,191.01,19.00,5/3/2022,17:43,Cash,7.54264918
532-59-7201,B,karur,Member,Male,Sports and travel,79.93,5,479.58,23.979,543.56,40.00,1/31/2022,14:04,Cash,5.318534678
181-94-6432,C,Chennai,Member,Male,Fashion accessories,69.33,2,138.66,6.933,163.59,18.00,5/2/2022,19:05,Ewallet,9.37996116
870-76-1733,A,Trichy,Member,Female,Food and beverages,14.23,4,71.15,3.5575,115.71,41.00,1/2/2022,10:08,Credit card,4.254827743
423-64-4619,A,Trichy,Member,Female,Health and beauty,15.55,8,139.95,6.9975,187.95,41.00,7/3/2022,13:12,Cash,4.835031526
227-07-4446,C,Chennai,Member,Female,Electronic accessories,78.13,9,781.3,39.065,865.37,45.00,10/2/2022,20:51,Cash,4.254827743
174-36-3675,C,Chennai,Member,Male,Food and beverages,99.37,2,198.74,9.937,221.68,13.00,2/14/2022,17:29,Cash,5.028432787
428-83-5800,C,Chennai,Member,Female,Food and beverages,21.08,3,63.24,3.162,100.40,34.00,9/2/2022,10:25,Cash,7.059146027
603-07-0961,C,Chennai,Member,Male,Electronic accessories,74.79,4,373.95,18.6975,428.65,36.00,10/1/2022,11:34,Cash,4.738330895
704-20-4138,C,Chennai,Member,Female,Health and beauty,29.67,6,207.69,10.3845,266.07,48.00,11/3/2022,18:58,Credit card,7.832751072
787-15-1757,C,Chennai,Member,Male,Health and beauty,44.07,4,176.28,8.814,214.09,29.00,2/18/2022,16:28,Ewallet,8.122852963
649-11-3678,C,Chennai,Normal,Female,Food and beverages,22.93,8,206.37,10.3185,252.69,36.00,2/26/2022,20:26,Cash,5.318534678
622-20-1945,C,Chennai,Normal,Female,Health and beauty,39.42,1,39.42,1.971,74.39,33.00,1/18/2022,15:08,Cash,8.122852963
372-94-8041,A,Trichy,Normal,Male,Health and beauty,15.26,5,91.56,4.578,139.14,43.00,2/15/2022,18:03,Ewallet,9.47666179
563-91-7120,A,Trichy,Normal,Female,Fashion accessories,61.77,4,308.85,15.4425,334.29,10.00,8/3/2022,13:21,Cash,6.478942244
746-54-5508,A,Trichy,Normal,Male,Home and lifestyle,21.52,5,129.12,6.456,165.58,30.00,1/17/2022,12:48,Credit card,9.089859268
276-54-0879,B,karur,Normal,Male,Sports and travel,97.74,4,390.96,19.548,434.51,24.00,12/3/2022,19:53,Ewallet,6.188840353
815-11-1168,A,Trichy,Member,Male,Food and beverages,99.78,4,498.9,24.945,558.85,35.00,9/3/2022,19:09,Cash,5.221834048
719-76-3868,C,Chennai,Member,Male,Food and beverages,94.26,4,377.04,18.852,408.89,13.00,12/3/2022,16:30,Cash,8.316254224
730-61-8757,B,karur,Member,Male,Health and beauty,51.13,4,204.52,10.226,247.75,33.00,1/25/2022,10:11,Credit card,3.868025221
340-66-0321,A,Trichy,Member,Male,Electronic accessories,36.36,4,145.44,7.272,187.71,35.00,3/25/2022,13:07,Cash,7.349247919
868-81-1752,B,karur,Normal,Male,Home and lifestyle,22.02,8,198.18,9.909,249.09,41.00,7/2/2022,18:48,Cash,6.575642875
634-97-8956,A,Trichy,Normal,Male,Food and beverages,32.9,3,98.7,4.935,113.64,10.00,2/17/2022,17:27,Credit card,8.799757377
566-71-1091,A,Trichy,Normal,Male,Fashion accessories,77.02,4,385.1,19.255,419.36,15.00,3/2/2022,15:59,Cash,5.318534678
442-48-3607,A,Trichy,Member,Male,Food and beverages,23.48,2,46.96,2.348,68.31,19.00,3/14/2022,11:21,Credit card,7.639349811
835-16-0096,C,Chennai,Member,Male,Sports and travel,14.7,4,73.5,3.675,94.18,17.00,3/24/2022,13:48,Ewallet,8.219553594
527-09-6272,A,Trichy,Member,Female,Electronic accessories,28.45,4,142.25,7.1125,172.36,23.00,3/21/2022,10:17,Credit card,8.799757377
898-04-2717,A,Trichy,Normal,Male,Fashion accessories,76.4,8,687.6,34.38,736.98,15.00,3/19/2022,15:49,Ewallet,7.252547288
692-27-8933,B,karur,Normal,Female,Sports and travel,57.95,5,347.7,17.385,378.09,13.00,2/24/2022,13:02,Cash,5.028432787
633-09-3463,C,Chennai,Normal,Female,Electronic accessories,47.65,3,142.95,7.1475,165.10,15.00,3/28/2022,12:58,Credit card,9.186559899
374-17-3652,B,karur,Member,Female,Food and beverages,42.82,8,385.38,19.269,425.65,21.00,5/2/2022,15:26,Credit card,8.606356116
378-07-7001,B,karur,Member,Male,Electronic accessories,48.09,3,144.27,7.2135,167.48,16.00,10/2/2022,18:23,Credit card,7.54264918
433-75-6987,B,karur,Member,Female,Health and beauty,55.97,6,391.79,19.5895,436.38,25.00,5/3/2022,19:06,Ewallet,8.606356116
873-95-4984,B,karur,Member,Female,Health and beauty,76.9,6,538.3,26.915,610.22,45.00,2/15/2022,20:21,Cash,7.44594855
416-13-5917,C,Chennai,Normal,Female,Food and beverages,97.03,4,485.15,24.2575,529.41,20.00,1/30/2022,16:24,Ewallet,8.993158638
150-89-8043,A,Trichy,Normal,Male,Sports and travel,44.65,3,133.95,6.6975,180.65,40.00,2/14/2022,15:04,Cash,5.995439092
135-84-8019,A,Trichy,Normal,Female,Fashion accessories,77.93,8,701.37,35.0685,771.44,35.00,2/27/2022,16:10,Ewallet,7.349247919
441-94-7118,A,Trichy,Member,Male,Electronic accessories,71.95,1,71.95,3.5975,96.55,21.00,4/2/2022,12:14,Cash,7.059146027
725-96-3778,C,Chennai,Member,Female,Home and lifestyle,89.25,7,714,35.7,798.70,49.00,1/20/2022,10:13,Cash,4.544929634
531-80-1784,A,Trichy,Normal,Male,Electronic accessories,26.02,6,182.14,9.107,210.25,19.00,3/28/2022,17:38,Cash,4.931732156
400-45-1220,B,karur,Normal,Female,Health and beauty,13.5,9,135,6.75,151.75,10.00,2/27/2022,11:06,Credit card,4.641630265
860-79-0874,C,Chennai,Member,Female,Fashion accessories,99.3,9,993,49.65,1081.65,39.00,2/15/2022,14:53,Credit card,6.382241614
834-61-8124,A,Trichy,Normal,Male,Electronic accessories,51.69,6,361.83,18.0915,412.92,33.00,1/26/2022,18:22,Cash,5.318534678
115-99-4379,B,karur,Member,Female,Fashion accessories,54.73,6,383.11,19.1555,415.27,13.00,3/14/2022,19:02,Credit card,8.219553594
565-67-6697,B,karur,Member,Male,Home and lifestyle,27,8,243,12.15,287.15,32.00,2/3/2022,14:16,Cash,4.641630265
320-49-6392,C,Chennai,Normal,Female,Electronic accessories,30.24,1,30.24,1.512,69.75,38.00,4/3/2022,15:44,Cash,8.122852963
889-04-9723,B,karur,Member,Female,Food and beverages,89.14,4,356.56,17.828,404.39,30.00,7/1/2022,12:20,Credit card,7.54264918
632-90-0281,C,Chennai,Normal,Female,Fashion accessories,37.55,9,375.5,18.775,412.28,18.00,8/3/2022,20:01,Credit card,8.993158638
554-42-2417,C,Chennai,Normal,Female,Sports and travel,95.44,9,954.4,47.72,1051.12,49.00,9/1/2022,13:45,Cash,5.028432787
453-63-6187,B,karur,Normal,Male,Electronic accessories,27.5,3,82.5,4.125,106.63,20.00,1/3/2022,15:40,Ewallet,6.285540983
578-80-7669,B,karur,Normal,Male,Sports and travel,74.97,1,74.97,3.7485,109.72,31.00,3/16/2022,16:58,Cash,5.415235309
612-36-5536,A,Trichy,Member,Male,Food and beverages,80.96,7,647.68,32.384,691.06,11.00,2/17/2022,11:12,Credit card,7.155846658
605-72-4132,C,Chennai,Normal,Female,Food and beverages,94.47,7,755.76,37.788,812.55,19.00,2/27/2022,15:12,Cash,8.799757377
471-41-2823,C,Chennai,Normal,Male,Food and beverages,99.79,2,199.58,9.979,244.56,35.00,7/3/2022,20:37,Ewallet,7.736050441
462-67-9126,A,Trichy,Normal,Male,Home and lifestyle,73.22,5,439.32,21.966,473.29,12.00,1/21/2022,17:44,Cash,6.962445397
272-27-9238,C,Chennai,Normal,Female,Food and beverages,41.24,4,164.96,8.248,199.21,26.00,2/19/2022,16:23,Cash,6.865744766
834-25-9262,C,Chennai,Normal,Female,Fashion accessories,81.68,4,326.72,16.336,382.06,39.00,6/1/2022,12:12,Cash,8.799757377
122-61-9553,C,Chennai,Normal,Female,Electronic accessories,51.32,8,461.88,23.094,530.97,46.00,3/14/2022,19:33,Cash,5.415235309
468-88-0009,A,Trichy,Member,Male,Home and lifestyle,65.94,4,263.76,13.188,321.95,45.00,3/24/2022,10:29,Cash,5.802037831
613-59-9758,C,Chennai,Normal,Female,Sports and travel,14.36,9,143.6,7.18,166.78,16.00,1/27/2022,14:28,Cash,5.221834048
254-31-0042,A,Trichy,Member,Male,Electronic accessories,21.5,8,193.5,9.675,231.18,28.00,6/3/2022,12:46,Credit card,7.54264918
201-86-2184,B,karur,Member,Female,Electronic accessories,26.26,6,183.82,9.191,240.01,47.00,2/2/2022,19:40,Cash,9.573362421
261-12-8671,B,karur,Normal,Female,Fashion accessories,60.96,2,121.92,6.096,167.02,39.00,1/25/2022,19:39,Credit card,4.738330895
730-70-9830,C,Chennai,Normal,Female,Home and lifestyle,70.11,5,420.66,21.033,485.69,44.00,3/14/2022,17:54,Ewallet,5.028432787
382-25-8917,C,Chennai,Normal,Male,Fashion accessories,42.08,5,252.48,12.624,286.10,21.00,1/29/2022,12:25,Cash,8.606356116
422-29-8786,A,Trichy,Normal,Female,Home and lifestyle,67.09,4,335.45,16.7725,401.22,49.00,3/1/2022,16:47,Credit card,8.799757377
667-23-5919,A,Trichy,Member,Female,Fashion accessories,96.7,4,483.5,24.175,534.68,27.00,1/14/2022,12:52,Ewallet,6.769044136
843-01-4703,B,karur,Member,Female,Home and lifestyle,35.38,8,318.42,15.921,383.34,49.00,5/1/2022,19:50,Credit card,9.283260529
743-88-1662,C,Chennai,Normal,Male,Sports and travel,95.49,6,668.43,33.4215,715.85,14.00,2/22/2022,18:17,Ewallet,8.412954855
595-86-2894,C,Chennai,Member,Male,Fashion accessories,96.98,4,387.92,19.396,423.32,16.00,6/2/2022,17:20,Ewallet,9.089859268
182-69-8360,B,karur,Normal,Female,Electronic accessories,23.65,4,94.6,4.73,113.33,14.00,1/30/2022,13:32,Credit card,3.868025221
289-15-7034,A,Trichy,Member,Male,Sports and travel,82.33,4,329.32,16.466,385.79,40.00,11/1/2022,10:37,Credit card,7.252547288
462-78-5240,C,Chennai,Normal,Female,Electronic accessories,26.61,2,53.22,2.661,105.88,50.00,3/19/2022,14:35,Cash,4.061426482
868-52-7573,B,karur,Normal,Female,Food and beverages,99.69,4,498.45,24.9225,568.37,45.00,1/14/2022,12:09,Cash,9.573362421
153-58-4872,C,Chennai,Member,Female,Food and beverages,74.89,4,299.56,14.978,355.54,41.00,1/3/2022,15:32,Ewallet,4.061426482
662-72-2873,A,Trichy,Normal,Female,Food and beverages,40.94,4,204.7,10.235,255.94,41.00,6/1/2022,13:58,Ewallet,9.573362421
525-88-7307,B,karur,Member,Male,Sports and travel,75.82,1,75.82,3.791,101.61,22.00,1/31/2022,13:19,Cash,5.60863657
689-16-9784,C,Chennai,Normal,Male,Food and beverages,46.77,5,280.62,14.031,330.65,36.00,11/3/2022,13:37,Cash,5.802037831
725-56-0833,A,Trichy,Normal,Female,Health and beauty,32.32,9,323.2,16.16,365.36,26.00,2/20/2022,16:49,Credit card,9.670063051
394-41-0748,C,Chennai,Member,Female,Fashion accessories,54.07,8,486.63,24.3315,543.96,33.00,1/27/2022,14:55,Ewallet,9.186559899
596-42-3999,B,karur,Normal,Male,Food and beverages,18.22,6,127.54,6.377,168.92,35.00,10/3/2022,14:04,Credit card,6.382241614
541-89-9860,C,Chennai,Member,Female,Fashion accessories,80.48,3,241.44,12.072,294.51,41.00,2/15/2022,12:31,Cash,7.832751072
173-82-9529,B,karur,Normal,Female,Fashion accessories,37.95,9,379.5,18.975,440.48,42.00,1/26/2022,14:51,Cash,9.37996116
563-36-9814,A,Trichy,Member,Male,Electronic accessories,76.82,1,76.82,3.841,106.66,26.00,2/13/2022,18:27,Ewallet,6.962445397
308-47-4913,A,Trichy,Member,Female,Sports and travel,52.26,9,522.6,26.13,587.73,39.00,9/3/2022,12:45,Credit card,5.995439092
885-17-6250,A,Trichy,Normal,Female,Health and beauty,79.74,1,79.74,3.987,133.73,50.00,6/3/2022,10:36,Ewallet,7.059146027
726-27-2396,A,Trichy,Normal,Female,Health and beauty,77.5,4,387.5,19.375,452.88,46.00,1/24/2022,20:36,Ewallet,4.158127112
316-01-3952,A,Trichy,Normal,Female,Food and beverages,54.27,4,271.35,13.5675,310.92,26.00,3/13/2022,14:16,Ewallet,4.448229004
760-54-1821,B,karur,Normal,Male,Home and lifestyle,13.59,8,122.31,6.1155,162.43,34.00,3/15/2022,10:26,Cash,5.60863657
793-10-3222,B,karur,Member,Female,Health and beauty,41.06,5,246.36,12.318,298.68,40.00,5/3/2022,13:30,Credit card,8.026152333
346-12-3257,B,karur,Member,Male,Electronic accessories,19.24,8,173.16,8.658,226.82,45.00,4/3/2022,16:28,Cash,7.736050441
110-05-6330,C,Chennai,Normal,Female,Food and beverages,39.43,5,236.58,11.829,260.41,12.00,3/25/2022,20:18,Credit card,9.089859268
651-61-0874,C,Chennai,Normal,Male,Home and lifestyle,46.22,4,184.88,9.244,222.12,28.00,12/3/2022,20:04,Credit card,5.995439092
236-86-3015,C,Chennai,Member,Male,Home and lifestyle,13.98,1,13.98,0.699,40.68,26.00,4/2/2022,13:38,Ewallet,9.47666179
831-64-0259,B,karur,Normal,Female,Fashion accessories,39.75,4,198.75,9.9375,236.69,28.00,2/22/2022,10:43,Ewallet,9.283260529
587-03-7455,C,Chennai,Member,Female,Fashion accessories,97.79,6,684.53,34.2265,766.76,48.00,2/16/2022,17:30,Ewallet,4.738330895
882-40-4577,A,Trichy,Member,Male,Sports and travel,67.26,4,269.04,13.452,317.49,35.00,1/19/2022,15:28,Credit card,7.736050441
732-67-5346,A,Trichy,Normal,Male,Food and beverages,13.79,4,68.95,3.4475,118.40,46.00,11/1/2022,19:07,Credit card,7.54264918
725-32-9708,B,karur,Member,Female,Fashion accessories,68.71,4,274.84,13.742,322.58,34.00,4/1/2022,19:01,Cash,3.964725851
256-08-8343,A,Trichy,Normal,Female,Home and lifestyle,56.53,4,226.12,11.306,280.43,43.00,4/3/2022,19:48,Ewallet,5.318534678
372-26-1506,C,Chennai,Normal,Female,Fashion accessories,23.82,4,119.1,5.955,170.06,45.00,1/28/2022,19:24,Ewallet,5.221834048
244-08-0162,B,karur,Normal,Female,Health and beauty,34.21,9,342.1,17.105,400.21,41.00,2/1/2022,13:00,Cash,4.931732156
569-71-4390,B,karur,Normal,Male,Sports and travel,21.87,2,43.74,2.187,58.93,13.00,1/25/2022,14:29,Ewallet,6.672343505
132-23-6451,A,Trichy,Member,Male,Health and beauty,20.97,4,104.85,5.2425,137.09,27.00,4/1/2022,13:21,Cash,7.54264918
696-90-2548,A,Trichy,Normal,Male,Sports and travel,25.84,3,77.52,3.876,124.40,43.00,10/3/2022,18:55,Ewallet,6.382241614
472-15-9636,A,Trichy,Normal,Male,Home and lifestyle,50.93,7,407.44,20.372,473.81,46.00,3/22/2022,19:36,Ewallet,8.896458007
268-03-6164,B,karur,Normal,Male,Health and beauty,96.11,1,96.11,4.8055,110.92,10.00,1/25/2022,16:28,Ewallet,7.54264918
750-57-9686,C,Chennai,Normal,Female,Home and lifestyle,45.38,4,181.52,9.076,236.60,46.00,8/1/2022,13:48,Credit card,8.412954855
186-09-3669,C,Chennai,Member,Female,Health and beauty,81.51,1,81.51,4.0755,130.59,45.00,1/22/2022,10:57,Ewallet,8.896458007
848-07-1692,B,karur,Normal,Female,Health and beauty,57.22,2,114.44,5.722,166.16,46.00,12/1/2022,17:13,Ewallet,8.026152333
745-71-3520,A,Trichy,Member,Female,Electronic accessories,25.22,6,176.54,8.827,224.37,39.00,4/2/2022,10:23,Cash,7.929451702
266-76-6436,C,Chennai,Member,Female,Food and beverages,38.6,3,115.8,5.79,132.59,11.00,3/28/2022,13:57,Ewallet,7.252547288
740-22-2500,C,Chennai,Normal,Female,Electronic accessories,84.05,3,252.15,12.6075,302.76,38.00,1/23/2022,13:29,Cash,9.47666179
271-88-8734,C,Chennai,Member,Female,Fashion accessories,97.21,9,972.1,48.605,1046.71,26.00,8/2/2022,13:00,Credit card,8.412954855
301-81-8610,B,karur,Member,Male,Fashion accessories,25.42,7,203.36,10.168,244.53,31.00,3/19/2022,19:42,Credit card,6.478942244
489-64-4354,C,Chennai,Normal,Male,Fashion accessories,16.28,1,16.28,0.814,44.09,27.00,9/3/2022,15:36,Cash,4.835031526
198-84-7132,B,karur,Member,Male,Fashion accessories,40.61,8,365.49,18.2745,423.76,40.00,2/1/2022,13:40,Cash,6.769044136
269-10-8440,A,Trichy,Member,Male,Health and beauty,53.17,6,372.19,18.6095,439.80,49.00,1/21/2022,18:01,Cash,8.606356116
650-98-6268,B,karur,Member,Female,Food and beverages,20.87,3,62.61,3.1305,92.74,27.00,3/20/2022,13:53,Credit card,7.736050441
741-73-3559,B,karur,Normal,Male,Sports and travel,67.27,4,336.35,16.8175,365.17,12.00,2/27/2022,17:27,Cash,6.672343505
325-77-6186,A,Trichy,Member,Female,Home and lifestyle,90.65,9,906.5,45.325,972.83,21.00,8/3/2022,10:53,Ewallet,7.059146027
286-75-7818,B,karur,Normal,Male,Fashion accessories,69.08,2,138.16,6.908,183.07,38.00,1/31/2022,19:48,Credit card,6.672343505
574-57-9721,C,Chennai,Normal,Male,Food and beverages,43.27,2,86.54,4.327,110.87,20.00,8/3/2022,16:53,Ewallet,5.511935939
